Glass_ID,Lot_ID,Product_Model,Raw_Glass_Batch,Line_ID,Machine_ID,Tool_ID,Fixture_ID,Operator_ID,Shift,Process_Time,Inspection_Station,Tool_Life_Pct,Spindle_Speed_rpm,Feed_Rate_mm_min,Coolant_Pressure_bar,Coolant_Pressure_Stability,Vacuum_Level_kPa,Chamfer_Width_mm,Chipping_Size_um,Thickness_mm,Warpage_mm,CS_MPa,DOL_um,Defect_Type,Defect_Location,AOI_Result,Final_Result
GLS-2026-0006834,LOT-2026-W09-D,CG-Model-B,RGB-8035,LINE-02,CNC-06,TOOL-17,FIX-B3,OP-025,Day,2026-03-08 23:05:02,AOI,84.3,24189,851.1,3.32,0.932,-77.7,0.3085,0.0,0.7076,0.0196,790.0,44.3,Scratch,Surface,Fail,NG
GLS-2026-0006835,LOT-2026-W07-B,CG-Model-A,RGB-8244,LINE-02,CNC-01,TOOL-20,FIX-C2,OP-016,Day,2026-02-04 17:09:04,AOI,54.4,23893,860.0,3.02,1.0,-80.4,0.2908,0.0,0.698,0.0271,778.2,46.2,None,None,Pass,OK
GLS-2026-0006836,LOT-2026-W13-D,CG-Model-A,RGB-8809,LINE-02,CNC-04,TOOL-04,FIX-C2,OP-019,Day,2026-03-18 15:12:25,AOI,76.3,23975,820.6,3.13,0.94,-79.0,0.3076,0.0,0.702,0.0534,789.0,41.6,None,None,Pass,OK
GLS-2026-0006837,LOT-2026-W11-B,CG-Model-C,RGB-8948,LINE-02,CNC-03,TOOL-10,FIX-B3,OP-017,Night,2026-03-14 12:18:10,AOI,74.3,24285,818.0,2.97,0.929,-82.5,0.327,0.0,0.6974,0.0333,778.0,44.6,None,None,Pass,OK
GLS-2026-0006838,LOT-2026-W07-B,CG-Model-B,RGB-9915,LINE-02,CNC-01,TOOL-21,FIX-B2,OP-025,Swing,2026-02-04 07:45:56,AOI,79.7,24499,905.6,3.36,0.942,-78.1,0.3389,0.0,0.7076,0.0092,761.3,42.4,None,None,Pass,OK
GLS-2026-0006839,LOT-2026-W07-B,CG-Model-A,RGB-8700,LINE-02,CNC-04,TOOL-19,FIX-B2,OP-026,Night,2026-02-04 18:06:44,AOI,35.1,23710,836.6,3.09,0.89,-79.3,0.309,14.4,0.7006,0.0423,793.9,47.8,None,None,Pass,OK
GLS-2026-0006840,LOT-2026-W06-A,CG-Model-C,RGB-9133,LINE-02,CNC-03,TOOL-09,FIX-B1,OP-019,Day,2026-03-22 07:35:41,AOI,90.5,23916,853.1,3.26,0.972,-86.2,0.3155,18.2,0.6977,0.0241,767.6,44.1,None,None,Pass,OK
GLS-2026-0006841,LOT-2026-W11-B,CG-Model-A,RGB-9523,LINE-02,CNC-06,TOOL-09,FIX-A1,OP-021,Swing,2026-02-17 10:23:47,AOI,41.0,24193,874.5,3.33,0.972,-80.2,0.2981,0.0,0.7029,0.0181,782.7,48.2,None,None,Pass,OK
GLS-2026-0006842,LOT-2026-W06-A,CG-Model-B,RGB-8201,LINE-01,CNC-04,TOOL-04,FIX-B1,OP-003,Swing,2026-03-22 22:11:19,AOI,63.0,23846,866.2,3.2,1.0,-83.8,0.304,0.0,0.7013,0.0098,784.0,44.9,None,None,Pass,OK
GLS-2026-0006843,LOT-2026-W07-B,CG-Model-B,RGB-9370,LINE-02,CNC-05,TOOL-17,FIX-C1,OP-011,Swing,2026-03-01 22:57:34,AOI,36.1,23812,825.7,3.43,0.957,-86.1,0.2877,0.0,0.6964,0.044,775.2,47.6,None,None,Pass,OK
GLS-2026-0006844,LOT-2026-W12-C,CG-Model-A,RGB-9154,LINE-02,CNC-03,TOOL-10,FIX-B2,OP-014,Day,2026-02-20 20:26:18,AOI,33.7,24294,904.4,3.2,0.984,-74.2,0.2979,0.0,0.7028,0.0313,784.3,44.4,None,None,Pass,OK
GLS-2026-0006845,LOT-2026-W11-B,CG-Model-A,RGB-9573,LINE-01,CNC-03,TOOL-03,FIX-C2,OP-020,Day,2026-02-16 20:47:45,AOI,77.4,24469,919.0,3.17,1.0,-81.4,0.3142,0.0,0.6969,0.0248,781.5,44.1,None,None,Pass,OK
GLS-2026-0006846,LOT-2026-W10-A,CG-Model-B,RGB-9803,LINE-01,CNC-04,TOOL-16,FIX-B1,OP-029,Day,2026-03-11 05:20:01,AOI,63.2,23648,881.5,3.2,0.989,-82.5,0.2952,9.4,0.6955,0.0171,781.1,49.9,None,None,Pass,OK
GLS-2026-0006847,LOT-2026-W08-C,CG-Model-B,RGB-8901,LINE-01,CNC-05,TOOL-15,FIX-C1,OP-026,Swing,2026-02-07 08:44:23,AOI,62.9,24250,838.2,3.31,0.967,-78.1,0.3212,0.0,0.7023,0.0075,794.6,43.9,None,None,Pass,OK
GLS-2026-0006848,LOT-2026-W13-D,CG-Model-C,RGB-9147,LINE-01,CNC-02,TOOL-23,FIX-C2,OP-012,Swing,2026-02-24 08:26:14,AOI,68.3,23821,842.2,3.22,0.982,-77.4,0.3149,0.0,0.6966,0.0083,783.9,43.5,None,None,Pass,OK
GLS-2026-0006849,LOT-2026-W12-C,CG-Model-C,RGB-8320,LINE-02,CNC-01,TOOL-11,FIX-C1,OP-012,Day,2026-02-21 01:25:54,AOI,21.0,24224,850.3,3.17,1.0,-88.2,0.2932,9.4,0.7028,0.006,785.8,45.0,None,None,Pass,OK
GLS-2026-0006850,LOT-2026-W08-C,CG-Model-A,RGB-8565,LINE-01,CNC-06,TOOL-07,FIX-B3,OP-026,Night,2026-02-09 22:38:01,AOI,42.1,24103,837.8,3.25,0.942,-81.9,0.2988,18.9,0.7062,0.0369,781.8,44.4,None,None,Pass,OK
GLS-2026-0006851,LOT-2026-W12-C,CG-Model-A,RGB-8765,LINE-02,CNC-01,TOOL-20,FIX-B1,OP-018,Swing,2026-02-21 11:07:43,AOI,60.0,23870,854.3,3.27,0.984,-80.0,0.3101,0.0,0.6934,0.032,769.6,45.9,None,None,Pass,OK
GLS-2026-0006852,LOT-2026-W08-C,CG-Model-B,RGB-9945,LINE-01,CNC-02,TOOL-13,FIX-B2,OP-025,Day,2026-03-03 15:53:53,AOI,68.2,24363,842.7,3.07,1.0,-79.0,0.3329,0.0,0.7048,0.0334,758.5,46.2,None,None,Pass,OK
GLS-2026-0006853,LOT-2026-W11-B,CG-Model-B,RGB-9102,LINE-02,CNC-06,TOOL-21,FIX-C3,OP-001,Night,2026-03-12 07:10:04,AOI,35.2,24349,844.7,3.08,0.947,-79.9,0.3071,0.0,0.7008,0.0272,776.3,44.6,None,None,Pass,OK
GLS-2026-0006854,LOT-2026-W07-B,CG-Model-A,RGB-9881,LINE-01,CNC-02,TOOL-09,FIX-A3,OP-015,Swing,2026-02-06 00:12:45,AOI,64.3,23699,819.4,3.22,1.0,-82.2,0.3042,0.0,0.7099,0.0317,776.7,44.1,None,None,Pass,OK
GLS-2026-0006855,LOT-2026-W06-A,CG-Model-A,RGB-8549,LINE-02,CNC-02,TOOL-13,FIX-B3,OP-005,Day,2026-03-23 14:22:41,AOI,49.8,24273,836.5,3.36,0.909,-82.4,0.3065,0.0,0.6951,0.0335,793.4,42.8,None,None,Pass,OK
GLS-2026-0006856,LOT-2026-W06-A,CG-Model-A,RGB-8942,LINE-01,CNC-03,TOOL-19,FIX-C1,OP-009,Night,2026-03-23 22:49:59,AOI,63.0,23424,893.3,2.91,0.856,-79.4,0.3039,0.0,0.7008,0.0448,807.7,46.5,None,None,Pass,OK
GLS-2026-0006857,LOT-2026-W11-B,CG-Model-A,RGB-8619,LINE-01,CNC-04,TOOL-02,FIX-A3,OP-023,Day,2026-03-13 03:13:56,AOI,67.1,24465,834.7,3.18,0.967,-81.5,0.3119,0.0,0.7083,0.0451,773.3,45.4,None,None,Pass,OK
GLS-2026-0006858,LOT-2026-W07-B,CG-Model-B,RGB-9674,LINE-01,CNC-04,TOOL-19,FIX-A3,OP-003,Night,2026-03-26 14:36:40,AOI,49.8,24038,803.0,3.11,0.919,-80.8,0.2954,0.0,0.7041,0.0232,786.2,44.0,None,None,Pass,OK
GLS-2026-0006859,LOT-2026-W06-A,CG-Model-C,RGB-9257,LINE-02,CNC-02,TOOL-23,FIX-B3,OP-018,Swing,2026-02-25 19:42:02,AOI,61.6,24097,847.7,3.27,0.971,-79.4,0.306,0.0,0.7018,0.0154,801.3,43.9,None,None,Pass,OK
GLS-2026-0006860,LOT-2026-W13-D,CG-Model-A,RGB-8613,LINE-02,CNC-05,TOOL-06,FIX-A3,OP-021,Day,2026-03-20 15:41:07,AOI,40.5,24009,841.5,3.21,0.916,-79.8,0.2931,0.0,0.7045,0.0351,791.3,47.8,None,None,Pass,OK
GLS-2026-0006861,LOT-2026-W12-C,CG-Model-B,RGB-8305,LINE-02,CNC-04,TOOL-12,FIX-A1,OP-014,Night,2026-03-15 04:21:21,AOI,49.5,23919,845.1,3.29,0.971,-81.7,0.3085,0.0,0.7038,0.0265,798.5,46.4,None,None,Pass,OK
GLS-2026-0006862,LOT-2026-W08-C,CG-Model-A,RGB-8441,LINE-02,CNC-05,TOOL-06,FIX-A1,OP-023,Day,2026-03-05 15:02:20,AOI,43.4,24264,836.8,3.32,0.92,-81.6,0.2823,0.0,0.6968,0.0275,786.5,42.3,None,None,Pass,OK
GLS-2026-0006863,LOT-2026-W09-D,CG-Model-A,RGB-9838,LINE-02,CNC-04,TOOL-09,FIX-A3,OP-003,Day,2026-02-11 09:52:16,AOI,47.4,24235,827.5,3.11,0.879,-83.7,0.3023,0.0,0.7034,0.0146,768.7,45.7,None,None,Pass,OK
GLS-2026-0006864,LOT-2026-W08-C,CG-Model-A,RGB-8902,LINE-01,CNC-01,TOOL-08,FIX-B3,OP-003,Day,2026-03-05 08:10:38,AOI,66.9,23906,816.4,3.22,0.913,-79.6,0.3064,0.0,0.7098,0.0027,804.9,47.4,None,None,Pass,OK
GLS-2026-0006865,LOT-2026-W07-B,CG-Model-A,RGB-9500,LINE-02,CNC-04,TOOL-03,FIX-C3,OP-001,Day,2026-03-25 06:40:42,AOI,53.4,24417,872.8,3.03,0.964,-83.4,0.296,13.0,0.7042,0.0464,777.9,45.0,None,None,Pass,OK
GLS-2026-0006866,LOT-2026-W09-D,CG-Model-A,RGB-9778,LINE-01,CNC-04,TOOL-13,FIX-C3,OP-007,Day,2026-03-30 02:34:24,AOI,79.7,23479,853.2,3.15,0.964,-82.2,0.3242,9.8,0.706,0.0201,799.5,47.4,None,None,Pass,OK
GLS-2026-0006867,LOT-2026-W06-A,CG-Model-B,RGB-9218,LINE-01,CNC-02,TOOL-06,FIX-B2,OP-009,Day,2026-02-26 23:42:31,AOI,39.5,23654,836.0,3.33,0.958,-76.8,0.3062,0.0,0.699,0.0253,788.1,41.5,None,None,Pass,OK
GLS-2026-0006868,LOT-2026-W10-A,CG-Model-B,RGB-9530,LINE-02,CNC-04,TOOL-08,FIX-A3,OP-024,Night,2026-02-15 09:04:44,AOI,71.4,24001,826.8,2.94,0.922,-85.9,0.3172,0.0,0.705,0.0427,796.4,45.2,None,None,Pass,OK
GLS-2026-0006869,LOT-2026-W12-C,CG-Model-B,RGB-8615,LINE-01,CNC-03,TOOL-06,FIX-C3,OP-004,Swing,2026-03-16 08:31:50,AOI,82.5,24231,856.9,3.4,0.978,-83.7,0.3065,0.0,0.7025,0.0288,808.8,43.5,None,None,Pass,OK
GLS-2026-0006870,LOT-2026-W07-B,CG-Model-B,RGB-9990,LINE-02,CNC-06,TOOL-01,FIX-A1,OP-015,Day,2026-02-05 09:43:12,AOI,80.0,23698,784.5,3.38,0.944,-81.4,0.3195,0.0,0.7003,0.0247,800.7,45.5,None,None,Pass,OK
GLS-2026-0006871,LOT-2026-W08-C,CG-Model-A,RGB-9062,LINE-02,CNC-04,TOOL-04,FIX-C2,OP-012,Swing,2026-02-09 18:19:17,AOI,91.7,23621,926.3,3.08,0.967,-82.2,0.316,57.5,0.7025,0.0444,804.5,43.8,None,None,Pass,OK
GLS-2026-0006872,LOT-2026-W08-C,CG-Model-A,RGB-9575,LINE-01,CNC-05,TOOL-19,FIX-A2,OP-026,Night,2026-03-05 14:13:18,AOI,19.3,24236,860.0,3.08,0.933,-77.3,0.2979,0.0,0.6924,0.0167,776.4,48.5,None,None,Pass,OK
GLS-2026-0006873,LOT-2026-W09-D,CG-Model-A,RGB-9080,LINE-01,CNC-05,TOOL-13,FIX-A1,OP-029,Swing,2026-03-30 10:21:46,AOI,55.1,24008,859.0,3.04,0.992,-81.2,0.2921,0.0,0.6977,0.026,773.5,46.5,None,None,Pass,OK
GLS-2026-0006874,LOT-2026-W12-C,CG-Model-A,RGB-9571,LINE-01,CNC-03,TOOL-04,FIX-A2,OP-007,Swing,2026-02-20 01:40:10,AOI,54.4,23557,858.0,3.24,0.974,-84.7,0.3094,0.0,0.6888,0.03,773.7,47.7,None,None,Pass,OK
GLS-2026-0006875,LOT-2026-W06-A,CG-Model-A,RGB-9969,LINE-01,CNC-01,TOOL-22,FIX-A1,OP-028,Day,2026-02-26 17:06:25,AOI,30.9,23845,812.7,3.34,0.936,-82.1,0.2979,0.0,0.6971,0.0184,750.8,45.6,None,None,Pass,OK
GLS-2026-0006876,LOT-2026-W12-C,CG-Model-C,RGB-9691,LINE-02,CNC-01,TOOL-23,FIX-C2,OP-024,Day,2026-02-19 16:41:44,AOI,60.8,24185,866.8,3.19,0.962,-87.4,0.3007,0.0,0.7033,0.0305,779.7,45.0,None,None,Pass,OK
GLS-2026-0006877,LOT-2026-W06-A,CG-Model-C,RGB-8631,LINE-02,CNC-04,TOOL-02,FIX-C2,OP-029,Night,2026-02-26 13:10:55,AOI,60.2,23773,838.1,3.11,1.0,-82.1,0.3045,0.0,0.697,0.0425,784.9,44.0,None,None,Pass,OK
GLS-2026-0006878,LOT-2026-W06-A,CG-Model-B,RGB-8088,LINE-02,CNC-04,TOOL-22,FIX-C2,OP-030,Swing,2026-02-01 09:51:46,AOI,53.3,24087,850.2,3.08,0.865,-82.2,0.2979,0.0,0.6987,0.0415,792.8,48.7,None,None,Pass,OK
GLS-2026-0006879,LOT-2026-W09-D,CG-Model-B,RGB-8905,LINE-02,CNC-05,TOOL-01,FIX-C1,OP-024,Swing,2026-03-07 11:51:14,AOI,68.5,24115,858.5,3.07,0.909,-79.0,0.3013,6.0,0.6963,0.0246,773.9,43.6,None,None,Pass,OK
GLS-2026-0006880,LOT-2026-W09-D,CG-Model-B,RGB-9426,LINE-02,CNC-02,TOOL-21,FIX-B1,OP-012,Night,2026-03-07 13:57:54,AOI,65.2,23906,817.4,3.16,0.93,-82.3,0.3149,0.0,0.6998,0.0577,804.2,48.7,None,None,Pass,OK
GLS-2026-0006881,LOT-2026-W12-C,CG-Model-B,RGB-9697,LINE-01,CNC-05,TOOL-14,FIX-A3,OP-024,Swing,2026-02-19 07:15:51,AOI,64.2,23959,824.5,3.17,0.966,-80.1,0.3067,0.0,0.7091,0.0437,777.9,46.9,None,None,Pass,OK
GLS-2026-0006882,LOT-2026-W11-B,CG-Model-B,RGB-8156,LINE-02,CNC-01,TOOL-15,FIX-A1,OP-023,Swing,2026-02-16 07:32:05,AOI,37.4,24045,832.4,3.24,0.926,-84.5,0.3077,0.0,0.7008,0.0257,789.4,44.9,None,None,Pass,OK
GLS-2026-0006883,LOT-2026-W12-C,CG-Model-A,RGB-9088,LINE-02,CNC-04,TOOL-19,FIX-C1,OP-029,Day,2026-03-17 04:09:14,AOI,23.2,23921,786.9,2.95,0.98,-79.3,0.2972,0.0,0.7067,0.0059,777.2,45.2,None,None,Pass,OK
GLS-2026-0006884,LOT-2026-W09-D,CG-Model-C,RGB-8997,LINE-01,CNC-01,TOOL-23,FIX-C2,OP-008,Day,2026-02-11 21:29:56,AOI,29.2,23992,921.4,3.15,0.959,-80.9,0.2879,0.0,0.7019,0.0077,801.4,47.1,None,None,Pass,OK
GLS-2026-0006885,LOT-2026-W06-A,CG-Model-B,RGB-9171,LINE-02,CNC-02,TOOL-03,FIX-C2,OP-014,Day,2026-02-03 17:31:02,AOI,41.4,23757,811.7,3.14,0.937,-85.8,0.2919,0.0,0.7066,0.0207,784.1,49.0,None,None,Pass,OK
GLS-2026-0006886,LOT-2026-W06-A,CG-Model-A,RGB-8955,LINE-01,CNC-03,TOOL-20,FIX-C2,OP-029,Night,2026-02-03 08:16:52,AOI,67.4,23804,865.6,3.18,0.963,-84.5,0.3347,0.0,0.6997,0.0206,796.1,47.9,None,None,Pass,OK
GLS-2026-0006887,LOT-2026-W07-B,CG-Model-B,RGB-9702,LINE-01,CNC-05,TOOL-17,FIX-C1,OP-022,Day,2026-03-24 03:24:03,AOI,45.8,24448,833.2,3.28,0.949,-80.2,0.303,0.0,0.7056,0.0177,797.0,48.6,None,None,Pass,OK
GLS-2026-0006888,LOT-2026-W13-D,CG-Model-B,RGB-9506,LINE-02,CNC-05,TOOL-01,FIX-C2,OP-024,Day,2026-02-22 03:11:28,AOI,82.3,23860,837.7,3.14,0.955,-78.9,0.3254,13.1,0.6982,0.0313,787.2,45.6,None,None,Pass,OK
GLS-2026-0006889,LOT-2026-W07-B,CG-Model-C,RGB-8362,LINE-01,CNC-04,TOOL-21,FIX-B1,OP-009,Day,2026-02-06 21:45:01,AOI,26.8,23670,805.2,2.99,0.943,-80.5,0.2949,0.0,0.6986,0.0299,787.1,44.8,None,None,Pass,OK
GLS-2026-0006890,LOT-2026-W06-A,CG-Model-A,RGB-9879,LINE-02,CNC-06,TOOL-14,FIX-A3,OP-028,Day,2026-03-23 23:31:28,AOI,41.2,24078,852.6,3.12,0.906,-87.2,0.3108,13.7,0.7033,0.0291,756.3,47.4,None,None,Pass,OK
GLS-2026-0006891,LOT-2026-W08-C,CG-Model-B,RGB-9331,LINE-02,CNC-01,TOOL-01,FIX-C3,OP-001,Swing,2026-02-09 14:52:59,AOI,82.1,23311,873.6,3.22,0.972,-83.5,0.3084,9.8,0.6962,0.0337,782.6,45.3,None,None,Pass,OK
GLS-2026-0006892,LOT-2026-W12-C,CG-Model-A,RGB-8344,LINE-02,CNC-02,TOOL-11,FIX-B1,OP-026,Night,2026-02-20 12:38:44,AOI,79.3,24137,866.7,2.93,0.852,-77.3,0.314,51.4,0.707,0.0308,789.9,47.0,None,None,Pass,OK
GLS-2026-0006893,LOT-2026-W06-A,CG-Model-A,RGB-9083,LINE-01,CNC-01,TOOL-14,FIX-C1,OP-008,Night,2026-02-02 04:47:49,AOI,69.5,24470,783.4,3.09,0.965,-76.5,0.3121,0.0,0.6972,0.0278,767.0,47.3,None,None,Pass,OK
GLS-2026-0006894,LOT-2026-W11-B,CG-Model-A,RGB-9864,LINE-01,CNC-03,TOOL-06,FIX-C2,OP-007,Swing,2026-03-12 09:16:16,AOI,67.2,24436,899.2,3.14,1.0,-80.3,0.3067,0.0,0.6979,0.039,776.9,50.1,None,None,Pass,OK
GLS-2026-0006895,LOT-2026-W11-B,CG-Model-A,RGB-8426,LINE-02,CNC-06,TOOL-11,FIX-C1,OP-009,Night,2026-03-13 13:25:36,AOI,46.4,24235,784.7,2.94,0.8,-79.0,0.2952,0.0,0.6964,0.0368,784.2,44.1,None,None,Pass,OK
GLS-2026-0006896,LOT-2026-W12-C,CG-Model-B,RGB-9418,LINE-02,CNC-04,TOOL-18,FIX-B1,OP-022,Day,2026-03-16 21:06:48,AOI,64.1,23921,823.5,3.09,0.91,-83.8,0.3099,0.0,0.7031,0.0298,800.2,47.8,None,None,Pass,OK
GLS-2026-0006897,LOT-2026-W11-B,CG-Model-B,RGB-9558,LINE-01,CNC-06,TOOL-03,FIX-C1,OP-016,Swing,2026-02-16 06:09:24,AOI,45.2,24458,809.2,3.21,0.999,-84.1,0.2954,0.0,0.703,0.0187,790.5,46.7,None,None,Pass,OK
GLS-2026-0006898,LOT-2026-W12-C,CG-Model-B,RGB-9223,LINE-01,CNC-03,TOOL-05,FIX-A3,OP-022,Night,2026-02-20 00:42:58,AOI,66.7,24093,858.2,3.05,0.899,-84.7,0.2879,0.0,0.7101,0.0256,801.4,43.0,None,None,Pass,OK
GLS-2026-0006899,LOT-2026-W08-C,CG-Model-B,RGB-9042,LINE-01,CNC-05,TOOL-19,FIX-A2,OP-014,Day,2026-03-27 09:51:46,AOI,54.4,23803,831.1,3.53,0.936,-83.9,0.2814,0.0,0.7007,0.0245,771.1,45.9,None,None,Pass,OK
GLS-2026-0006900,LOT-2026-W13-D,CG-Model-A,RGB-9477,LINE-01,CNC-05,TOOL-14,FIX-C1,OP-028,Swing,2026-03-20 15:43:26,AOI,46.3,23765,848.9,3.12,0.978,-79.8,0.294,0.0,0.7021,0.0146,779.3,47.4,None,None,Pass,OK
GLS-2026-0006901,LOT-2026-W06-A,CG-Model-B,RGB-8929,LINE-02,CNC-01,TOOL-13,FIX-C3,OP-005,Night,2026-02-03 03:43:20,AOI,83.9,24285,853.8,3.2,1.0,-78.0,0.3133,28.6,0.7042,0.0567,767.2,43.1,None,None,Pass,OK
GLS-2026-0006902,LOT-2026-W11-B,CG-Model-B,RGB-8437,LINE-01,CNC-01,TOOL-13,FIX-B2,OP-026,Night,2026-03-13 03:05:47,AOI,51.2,23891,894.8,3.14,0.948,-79.5,0.3027,0.0,0.7044,0.0289,785.4,45.1,None,None,Pass,OK
GLS-2026-0006903,LOT-2026-W13-D,CG-Model-B,RGB-8115,LINE-02,CNC-06,TOOL-03,FIX-B1,OP-025,Night,2026-03-20 03:20:01,AOI,68.3,23542,886.9,3.24,0.881,-83.9,0.2997,0.0,0.6988,0.0205,790.1,43.3,None,None,Pass,OK
GLS-2026-0006904,LOT-2026-W08-C,CG-Model-B,RGB-8123,LINE-01,CNC-05,TOOL-23,FIX-C2,OP-015,Day,2026-03-05 10:27:54,AOI,80.0,24238,836.5,3.27,0.942,-82.0,0.3123,0.0,0.6984,0.0259,767.9,45.8,None,None,Pass,OK
GLS-2026-0006905,LOT-2026-W10-A,CG-Model-A,RGB-9259,LINE-01,CNC-01,TOOL-05,FIX-B1,OP-024,Swing,2026-03-10 02:45:01,AOI,84.0,24050,836.9,3.37,0.926,-81.2,0.3102,21.3,0.6988,0.0322,785.6,45.9,None,None,Pass,OK
GLS-2026-0006906,LOT-2026-W06-A,CG-Model-A,RGB-8428,LINE-01,CNC-05,TOOL-06,FIX-C1,OP-011,Swing,2026-02-01 01:22:53,AOI,60.5,24216,881.9,3.16,0.981,-77.1,0.315,0.0,0.6976,0.0197,779.2,43.9,None,None,Pass,OK
GLS-2026-0006907,LOT-2026-W06-A,CG-Model-C,RGB-8528,LINE-02,CNC-04,TOOL-07,FIX-B1,OP-002,Day,2026-02-02 17:49:58,AOI,80.7,23925,819.3,2.96,0.891,-86.7,0.316,55.2,0.699,0.017,790.2,44.6,None,None,Pass,OK
GLS-2026-0006908,LOT-2026-W06-A,CG-Model-A,RGB-8705,LINE-01,CNC-01,TOOL-20,FIX-A3,OP-013,Day,2026-02-03 00:50:46,AOI,68.0,24175,934.5,3.25,0.901,-85.6,0.3011,0.0,0.7074,0.0158,793.8,46.9,None,None,Pass,OK
GLS-2026-0006909,LOT-2026-W09-D,CG-Model-A,RGB-9244,LINE-01,CNC-05,TOOL-24,FIX-A2,OP-005,Swing,2026-02-10 05:17:43,AOI,69.3,24225,833.2,3.22,0.95,-80.2,0.3279,0.0,0.6976,0.0142,782.4,44.5,None,None,Pass,OK
GLS-2026-0006910,LOT-2026-W09-D,CG-Model-A,RGB-8857,LINE-01,CNC-02,TOOL-10,FIX-B3,OP-019,Swing,2026-03-30 11:17:06,AOI,56.3,23877,794.9,3.14,0.906,-80.1,0.3116,0.0,0.6953,0.0224,781.1,46.5,None,None,Pass,OK
GLS-2026-0006911,LOT-2026-W10-A,CG-Model-B,RGB-9644,LINE-02,CNC-01,TOOL-17,FIX-A1,OP-003,Day,2026-03-09 19:01:12,AOI,40.3,24102,841.8,3.25,1.0,-85.3,0.2941,0.0,0.7067,0.0205,791.4,49.1,None,None,Pass,OK
GLS-2026-0006912,LOT-2026-W13-D,CG-Model-B,RGB-8240,LINE-02,CNC-04,TOOL-11,FIX-A3,OP-021,Day,2026-03-18 08:56:21,AOI,46.7,24057,832.6,3.05,0.957,-80.0,0.3151,0.0,0.71,0.0256,783.5,48.9,None,None,Pass,OK
GLS-2026-0006913,LOT-2026-W11-B,CG-Model-B,RGB-8240,LINE-01,CNC-03,TOOL-23,FIX-A1,OP-013,Swing,2026-02-18 03:27:15,AOI,53.5,23690,863.3,3.22,0.997,-83.6,0.3062,0.0,0.6995,0.0379,780.9,47.7,None,None,Pass,OK
GLS-2026-0006914,LOT-2026-W08-C,CG-Model-C,RGB-9511,LINE-02,CNC-03,TOOL-14,FIX-A3,OP-010,Swing,2026-03-27 09:05:27,AOI,63.6,24206,848.2,3.27,1.0,-83.4,0.3053,0.0,0.7114,0.0242,784.1,44.3,None,None,Pass,OK
GLS-2026-0006915,LOT-2026-W09-D,CG-Model-A,RGB-8714,LINE-01,CNC-06,TOOL-07,FIX-A1,OP-002,Day,2026-02-12 12:53:21,AOI,40.0,23957,922.7,3.24,0.949,-83.0,0.2981,0.0,0.7046,0.0247,799.6,48.7,None,None,Pass,OK
GLS-2026-0006916,LOT-2026-W07-B,CG-Model-A,RGB-9103,LINE-02,CNC-02,TOOL-10,FIX-C2,OP-011,Night,2026-03-25 08:00:21,AOI,92.4,24193,844.7,3.03,0.898,-83.8,0.3148,52.5,0.7013,0.0273,777.8,48.4,None,None,Pass,OK
GLS-2026-0006917,LOT-2026-W06-A,CG-Model-C,RGB-9229,LINE-01,CNC-05,TOOL-18,FIX-B2,OP-002,Day,2026-02-02 18:51:55,AOI,79.9,24179,847.9,3.3,0.873,-83.5,0.3373,19.1,0.6929,0.0313,785.1,44.2,None,None,Pass,OK
GLS-2026-0006918,LOT-2026-W06-A,CG-Model-B,RGB-9321,LINE-01,CNC-02,TOOL-08,FIX-B2,OP-005,Day,2026-02-02 04:27:23,AOI,80.2,23622,809.1,3.32,1.0,-78.8,0.3312,5.2,0.6897,0.0202,770.5,45.9,None,None,Pass,OK
GLS-2026-0006919,LOT-2026-W07-B,CG-Model-C,RGB-9470,LINE-02,CNC-04,TOOL-13,FIX-C3,OP-022,Day,2026-02-05 13:49:29,AOI,29.6,23829,881.6,3.24,0.983,-87.4,0.2855,0.0,0.6961,0.0112,791.7,46.7,None,None,Pass,OK
GLS-2026-0006920,LOT-2026-W13-D,CG-Model-B,RGB-8170,LINE-02,CNC-04,TOOL-02,FIX-B3,OP-010,Night,2026-03-18 22:15:05,AOI,63.4,23755,774.9,3.24,0.965,-88.1,0.2993,0.0,0.6947,0.0175,769.4,48.2,None,None,Pass,OK
GLS-2026-0006921,LOT-2026-W10-A,CG-Model-A,RGB-8517,LINE-01,CNC-01,TOOL-17,FIX-A2,OP-006,Swing,2026-02-15 22:26:10,AOI,60.5,24030,828.6,3.2,0.969,-85.0,0.295,0.0,0.6979,0.0119,779.8,46.0,None,None,Pass,OK
GLS-2026-0006922,LOT-2026-W06-A,CG-Model-C,RGB-9000,LINE-01,CNC-02,TOOL-18,FIX-A3,OP-026,Day,2026-02-27 03:59:41,AOI,93.3,24053,938.4,3.12,1.0,-86.5,0.2971,23.4,0.7045,0.0126,783.5,49.1,None,None,Pass,OK
GLS-2026-0006923,LOT-2026-W07-B,CG-Model-A,RGB-8310,LINE-01,CNC-02,TOOL-09,FIX-C1,OP-020,Night,2026-02-28 08:04:03,AOI,37.8,24107,806.2,3.32,0.954,-79.7,0.2997,0.0,0.7016,0.0445,764.9,46.1,None,None,Pass,OK
GLS-2026-0006924,LOT-2026-W13-D,CG-Model-B,RGB-9748,LINE-01,CNC-03,TOOL-19,FIX-C2,OP-014,Swing,2026-03-18 19:03:54,AOI,32.1,23775,900.9,3.37,1.0,-81.0,0.297,0.0,0.699,0.0288,783.9,47.8,None,None,Pass,OK
