Subgroup_ID,Process_Time_Start,Process_Time_End,Defect_Count,Subgroup_Size,P_Edge_Chipping,P_CL,P_UCL,P_LCL,P_OOC
267,2026-02-10 07:41:54,2026-02-10 08:11:40,0,5,0.0,0.0447,0.3219,0.0,False
268,2026-02-10 08:16:33,2026-02-10 08:55:02,0,5,0.0,0.0447,0.3219,0.0,False
269,2026-02-10 09:09:39,2026-02-10 09:31:19,0,5,0.0,0.0447,0.3219,0.0,False
270,2026-02-10 09:33:18,2026-02-10 10:17:17,1,5,0.2,0.0447,0.3219,0.0,False
271,2026-02-10 10:36:05,2026-02-10 10:50:11,0,5,0.0,0.0447,0.3219,0.0,False
272,2026-02-10 11:06:19,2026-02-10 11:49:51,0,5,0.0,0.0447,0.3219,0.0,False
273,2026-02-10 11:56:53,2026-02-10 14:06:03,0,5,0.0,0.0447,0.3219,0.0,False
274,2026-02-10 14:07:45,2026-02-10 15:09:33,0,5,0.0,0.0447,0.3219,0.0,False
275,2026-02-10 15:10:24,2026-02-10 15:59:05,0,5,0.0,0.0447,0.3219,0.0,False
276,2026-02-10 16:27:23,2026-02-10 18:03:33,0,5,0.0,0.0447,0.3219,0.0,False
277,2026-02-10 18:38:38,2026-02-10 19:30:39,1,5,0.2,0.0447,0.3219,0.0,False
278,2026-02-10 19:48:43,2026-02-10 20:36:36,1,5,0.2,0.0447,0.3219,0.0,False
279,2026-02-10 20:43:49,2026-02-10 21:22:06,1,5,0.2,0.0447,0.3219,0.0,False
280,2026-02-10 22:05:25,2026-02-10 22:54:06,0,5,0.0,0.0447,0.3219,0.0,False
281,2026-02-10 23:02:04,2026-02-10 23:25:09,1,5,0.2,0.0447,0.3219,0.0,False
282,2026-02-10 23:30:41,2026-02-10 23:56:06,0,5,0.0,0.0447,0.3219,0.0,False
283,2026-02-10 23:58:27,2026-02-11 00:40:43,0,5,0.0,0.0447,0.3219,0.0,False
284,2026-02-11 00:45:57,2026-02-11 01:25:02,0,5,0.0,0.0447,0.3219,0.0,False
285,2026-02-11 01:38:08,2026-02-11 02:10:22,0,5,0.0,0.0447,0.3219,0.0,False
286,2026-02-11 02:13:36,2026-02-11 03:09:18,0,5,0.0,0.0447,0.3219,0.0,False
287,2026-02-11 03:10:38,2026-02-11 03:56:11,0,5,0.0,0.0447,0.3219,0.0,False
288,2026-02-11 03:58:35,2026-02-11 05:37:44,0,5,0.0,0.0447,0.3219,0.0,False
289,2026-02-11 05:48:22,2026-02-11 06:03:13,0,5,0.0,0.0447,0.3219,0.0,False
290,2026-02-11 06:16:15,2026-02-11 06:45:46,0,5,0.0,0.0447,0.3219,0.0,False
291,2026-02-11 06:55:26,2026-02-11 08:39:03,2,5,0.4,0.0447,0.3219,0.0,True
292,2026-02-11 08:46:49,2026-02-11 09:08:12,2,5,0.4,0.0447,0.3219,0.0,True
293,2026-02-11 09:38:47,2026-02-11 10:04:38,0,5,0.0,0.0447,0.3219,0.0,False
294,2026-02-11 10:06:27,2026-02-11 10:46:35,1,5,0.2,0.0447,0.3219,0.0,False
295,2026-02-11 10:48:59,2026-02-11 11:37:08,0,5,0.0,0.0447,0.3219,0.0,False
296,2026-02-11 11:47:28,2026-02-11 12:26:32,1,5,0.2,0.0447,0.3219,0.0,False
297,2026-02-11 12:36:13,2026-02-11 13:07:20,1,5,0.2,0.0447,0.3219,0.0,False
298,2026-02-11 13:30:03,2026-02-11 14:28:47,0,5,0.0,0.0447,0.3219,0.0,False
299,2026-02-11 14:40:55,2026-02-11 15:08:14,0,5,0.0,0.0447,0.3219,0.0,False
300,2026-02-11 15:11:57,2026-02-11 15:32:57,1,5,0.2,0.0447,0.3219,0.0,False
301,2026-02-11 15:37:25,2026-02-11 16:13:28,0,5,0.0,0.0447,0.3219,0.0,False
302,2026-02-11 16:58:06,2026-02-11 17:26:36,0,5,0.0,0.0447,0.3219,0.0,False
303,2026-02-11 17:29:47,2026-02-11 17:51:51,0,5,0.0,0.0447,0.3219,0.0,False
304,2026-02-11 17:55:13,2026-02-11 18:27:07,0,5,0.0,0.0447,0.3219,0.0,False
305,2026-02-11 18:32:45,2026-02-11 19:57:45,1,5,0.2,0.0447,0.3219,0.0,False
306,2026-02-11 20:03:05,2026-02-11 20:50:45,1,5,0.2,0.0447,0.3219,0.0,False
307,2026-02-11 20:53:26,2026-02-11 21:22:55,0,5,0.0,0.0447,0.3219,0.0,False
308,2026-02-11 21:33:57,2026-02-11 22:08:39,0,5,0.0,0.0447,0.3219,0.0,False
309,2026-02-11 22:12:16,2026-02-11 22:46:48,0,5,0.0,0.0447,0.3219,0.0,False
310,2026-02-11 22:48:04,2026-02-11 23:12:55,0,5,0.0,0.0447,0.3219,0.0,False
311,2026-02-11 23:23:25,2026-02-11 23:59:15,0,5,0.0,0.0447,0.3219,0.0,False
312,2026-02-12 00:04:39,2026-02-12 00:38:29,0,5,0.0,0.0447,0.3219,0.0,False
313,2026-02-12 00:42:42,2026-02-12 01:41:03,0,5,0.0,0.0447,0.3219,0.0,False
314,2026-02-12 02:04:18,2026-02-12 03:20:42,0,5,0.0,0.0447,0.3219,0.0,False
315,2026-02-12 03:38:03,2026-02-12 04:51:22,0,5,0.0,0.0447,0.3219,0.0,False
316,2026-02-12 04:54:10,2026-02-12 06:18:30,0,5,0.0,0.0447,0.3219,0.0,False
317,2026-02-12 06:20:32,2026-02-12 06:49:16,0,5,0.0,0.0447,0.3219,0.0,False
318,2026-02-12 06:56:13,2026-02-12 07:33:06,0,5,0.0,0.0447,0.3219,0.0,False
319,2026-02-12 07:35:46,2026-02-12 08:00:07,1,5,0.2,0.0447,0.3219,0.0,False
320,2026-02-12 08:12:36,2026-02-12 08:49:10,0,5,0.0,0.0447,0.3219,0.0,False
321,2026-02-12 08:49:26,2026-02-12 09:54:50,1,5,0.2,0.0447,0.3219,0.0,False
322,2026-02-12 10:04:15,2026-02-12 11:01:06,0,5,0.0,0.0447,0.3219,0.0,False
323,2026-02-12 11:08:33,2026-02-12 11:33:25,0,5,0.0,0.0447,0.3219,0.0,False
324,2026-02-12 11:51:54,2026-02-12 12:26:51,0,5,0.0,0.0447,0.3219,0.0,False
325,2026-02-12 12:40:03,2026-02-12 13:14:33,0,5,0.0,0.0447,0.3219,0.0,False
326,2026-02-12 13:23:44,2026-02-12 14:04:46,1,5,0.2,0.0447,0.3219,0.0,False
327,2026-02-12 14:08:55,2026-02-12 14:46:37,0,5,0.0,0.0447,0.3219,0.0,False
328,2026-02-12 14:53:28,2026-02-12 15:56:14,0,5,0.0,0.0447,0.3219,0.0,False
329,2026-02-12 16:02:46,2026-02-12 16:26:35,0,5,0.0,0.0447,0.3219,0.0,False
330,2026-02-12 16:36:12,2026-02-12 17:03:17,1,5,0.2,0.0447,0.3219,0.0,False
331,2026-02-12 17:03:57,2026-02-12 17:27:29,0,5,0.0,0.0447,0.3219,0.0,False
332,2026-02-12 17:36:31,2026-02-12 17:48:08,0,5,0.0,0.0447,0.3219,0.0,False
333,2026-02-12 17:51:34,2026-02-12 18:39:11,0,5,0.0,0.0447,0.3219,0.0,False
334,2026-02-12 18:47:03,2026-02-12 19:11:44,0,5,0.0,0.0447,0.3219,0.0,False
335,2026-02-12 19:49:48,2026-02-12 20:11:21,0,5,0.0,0.0447,0.3219,0.0,False
336,2026-02-12 20:25:52,2026-02-12 20:46:46,0,5,0.0,0.0447,0.3219,0.0,False
337,2026-02-12 20:56:51,2026-02-12 21:25:49,0,5,0.0,0.0447,0.3219,0.0,False
338,2026-02-12 21:45:01,2026-02-12 22:27:50,0,5,0.0,0.0447,0.3219,0.0,False
339,2026-02-12 22:33:29,2026-02-12 23:34:36,1,5,0.2,0.0447,0.3219,0.0,False
340,2026-02-12 23:47:54,2026-02-13 01:09:40,1,5,0.2,0.0447,0.3219,0.0,False
341,2026-02-13 01:28:37,2026-02-13 02:04:18,1,5,0.2,0.0447,0.3219,0.0,False
342,2026-02-13 02:11:53,2026-02-13 02:56:11,0,5,0.0,0.0447,0.3219,0.0,False
343,2026-02-13 03:00:36,2026-02-13 03:22:01,0,5,0.0,0.0447,0.3219,0.0,False
344,2026-02-13 03:23:20,2026-02-13 04:00:56,2,5,0.4,0.0447,0.3219,0.0,True
345,2026-02-13 04:16:33,2026-02-13 04:47:37,0,5,0.0,0.0447,0.3219,0.0,False
346,2026-02-13 05:09:39,2026-02-13 05:48:17,2,5,0.4,0.0447,0.3219,0.0,True
347,2026-02-13 05:57:29,2026-02-13 07:18:33,0,5,0.0,0.0447,0.3219,0.0,False
348,2026-02-13 07:18:51,2026-02-13 08:08:04,0,5,0.0,0.0447,0.3219,0.0,False
349,2026-02-13 08:17:06,2026-02-13 10:08:22,1,5,0.2,0.0447,0.3219,0.0,False
350,2026-02-13 10:20:51,2026-02-13 10:55:44,1,5,0.2,0.0447,0.3219,0.0,False
351,2026-02-13 11:01:57,2026-02-13 11:20:48,0,5,0.0,0.0447,0.3219,0.0,False
352,2026-02-13 11:28:20,2026-02-13 11:43:16,0,5,0.0,0.0447,0.3219,0.0,False
353,2026-02-13 11:51:45,2026-02-13 12:09:11,1,5,0.2,0.0447,0.3219,0.0,False
354,2026-02-13 12:18:58,2026-02-13 13:12:50,1,5,0.2,0.0447,0.3219,0.0,False
355,2026-02-13 13:15:06,2026-02-13 14:41:46,2,5,0.4,0.0447,0.3219,0.0,True
356,2026-02-13 14:51:53,2026-02-13 15:15:24,0,5,0.0,0.0447,0.3219,0.0,False
357,2026-02-13 15:32:32,2026-02-13 15:54:59,0,5,0.0,0.0447,0.3219,0.0,False
358,2026-02-13 15:59:16,2026-02-13 16:51:49,0,5,0.0,0.0447,0.3219,0.0,False
359,2026-02-13 16:52:51,2026-02-13 17:23:51,0,5,0.0,0.0447,0.3219,0.0,False
360,2026-02-13 17:28:59,2026-02-13 18:09:50,0,5,0.0,0.0447,0.3219,0.0,False
361,2026-02-13 18:10:42,2026-02-13 19:21:02,0,5,0.0,0.0447,0.3219,0.0,False
362,2026-02-13 19:22:20,2026-02-13 20:02:27,0,5,0.0,0.0447,0.3219,0.0,False
363,2026-02-13 20:12:22,2026-02-13 20:27:46,0,5,0.0,0.0447,0.3219,0.0,False
364,2026-02-13 20:31:12,2026-02-13 21:08:41,0,5,0.0,0.0447,0.3219,0.0,False
365,2026-02-13 21:10:24,2026-02-13 22:06:28,0,5,0.0,0.0447,0.3219,0.0,False
366,2026-02-13 22:21:53,2026-02-13 22:54:19,1,5,0.2,0.0447,0.3219,0.0,False
367,2026-02-13 22:54:31,2026-02-13 23:10:24,0,5,0.0,0.0447,0.3219,0.0,False
368,2026-02-13 23:11:38,2026-02-13 23:58:01,0,5,0.0,0.0447,0.3219,0.0,False
369,2026-02-14 00:27:16,2026-02-14 00:50:04,0,5,0.0,0.0447,0.3219,0.0,False
370,2026-02-14 00:50:43,2026-02-14 01:26:50,0,5,0.0,0.0447,0.3219,0.0,False
371,2026-02-14 01:50:47,2026-02-14 02:06:29,1,5,0.2,0.0447,0.3219,0.0,False
372,2026-02-14 02:49:47,2026-02-14 03:21:17,0,5,0.0,0.0447,0.3219,0.0,False
373,2026-02-14 03:33:39,2026-02-14 04:22:43,1,5,0.2,0.0447,0.3219,0.0,False
374,2026-02-14 04:36:59,2026-02-14 05:04:29,0,5,0.0,0.0447,0.3219,0.0,False
375,2026-02-14 05:22:46,2026-02-14 06:24:18,0,5,0.0,0.0447,0.3219,0.0,False
376,2026-02-14 06:30:22,2026-02-14 06:52:42,0,5,0.0,0.0447,0.3219,0.0,False
377,2026-02-14 07:03:53,2026-02-14 07:30:59,0,5,0.0,0.0447,0.3219,0.0,False
378,2026-02-14 07:37:40,2026-02-14 08:27:28,1,5,0.2,0.0447,0.3219,0.0,False
379,2026-02-14 08:30:18,2026-02-14 09:11:55,1,5,0.2,0.0447,0.3219,0.0,False
380,2026-02-14 09:17:16,2026-02-14 10:08:30,0,5,0.0,0.0447,0.3219,0.0,False
381,2026-02-14 10:33:34,2026-02-14 11:17:11,0,5,0.0,0.0447,0.3219,0.0,False
382,2026-02-14 11:23:28,2026-02-14 11:46:51,0,5,0.0,0.0447,0.3219,0.0,False
383,2026-02-14 11:50:09,2026-02-14 12:29:48,0,5,0.0,0.0447,0.3219,0.0,False
384,2026-02-14 12:34:11,2026-02-14 13:39:22,0,5,0.0,0.0447,0.3219,0.0,False
385,2026-02-14 13:41:59,2026-02-14 15:19:58,1,5,0.2,0.0447,0.3219,0.0,False
386,2026-02-14 15:21:36,2026-02-14 15:50:29,1,5,0.2,0.0447,0.3219,0.0,False
387,2026-02-14 16:13:42,2026-02-14 17:27:10,0,5,0.0,0.0447,0.3219,0.0,False
388,2026-02-14 17:27:50,2026-02-14 18:11:44,1,5,0.2,0.0447,0.3219,0.0,False
389,2026-02-14 18:20:23,2026-02-14 18:49:57,0,5,0.0,0.0447,0.3219,0.0,False
390,2026-02-14 18:53:26,2026-02-14 19:26:15,0,5,0.0,0.0447,0.3219,0.0,False
391,2026-02-14 19:43:15,2026-02-14 19:57:53,0,5,0.0,0.0447,0.3219,0.0,False
392,2026-02-14 20:04:29,2026-02-14 20:32:30,1,5,0.2,0.0447,0.3219,0.0,False
393,2026-02-14 20:53:50,2026-02-14 21:59:48,1,5,0.2,0.0447,0.3219,0.0,False
394,2026-02-14 22:00:11,2026-02-14 22:14:56,0,5,0.0,0.0447,0.3219,0.0,False
395,2026-02-14 22:30:43,2026-02-14 23:07:41,0,5,0.0,0.0447,0.3219,0.0,False
396,2026-02-14 23:08:38,2026-02-14 23:34:16,0,5,0.0,0.0447,0.3219,0.0,False
397,2026-02-14 23:37:15,2026-02-14 23:50:26,0,5,0.0,0.0447,0.3219,0.0,False
398,2026-02-14 23:54:34,2026-02-15 00:24:19,0,5,0.0,0.0447,0.3219,0.0,False
399,2026-02-15 00:24:26,2026-02-15 01:18:33,1,5,0.2,0.0447,0.3219,0.0,False
400,2026-02-15 01:31:20,2026-02-15 02:18:46,0,5,0.0,0.0447,0.3219,0.0,False
401,2026-02-15 02:20:43,2026-02-15 03:36:43,1,5,0.2,0.0447,0.3219,0.0,False
402,2026-02-15 03:48:49,2026-02-15 04:48:35,1,5,0.2,0.0447,0.3219,0.0,False
403,2026-02-15 04:52:23,2026-02-15 05:03:27,1,5,0.2,0.0447,0.3219,0.0,False
404,2026-02-15 05:11:51,2026-02-15 06:11:57,0,5,0.0,0.0447,0.3219,0.0,False
405,2026-02-15 06:15:31,2026-02-15 06:25:26,0,5,0.0,0.0447,0.3219,0.0,False
406,2026-02-15 06:51:18,2026-02-15 07:35:38,0,5,0.0,0.0447,0.3219,0.0,False
407,2026-02-15 07:38:23,2026-02-15 08:17:26,0,5,0.0,0.0447,0.3219,0.0,False
408,2026-02-15 08:19:16,2026-02-15 09:02:16,0,5,0.0,0.0447,0.3219,0.0,False
409,2026-02-15 09:04:44,2026-02-15 09:55:03,0,5,0.0,0.0447,0.3219,0.0,False
410,2026-02-15 09:56:54,2026-02-15 10:23:22,0,5,0.0,0.0447,0.3219,0.0,False
411,2026-02-15 10:36:06,2026-02-15 11:32:28,0,5,0.0,0.0447,0.3219,0.0,False
412,2026-02-15 11:34:39,2026-02-15 12:07:27,0,5,0.0,0.0447,0.3219,0.0,False
413,2026-02-15 12:08:21,2026-02-15 12:39:23,0,5,0.0,0.0447,0.3219,0.0,False
414,2026-02-15 12:42:51,2026-02-15 13:20:40,1,5,0.2,0.0447,0.3219,0.0,False
415,2026-02-15 13:23:49,2026-02-15 14:18:30,0,5,0.0,0.0447,0.3219,0.0,False
416,2026-02-15 14:22:37,2026-02-15 14:42:11,0,5,0.0,0.0447,0.3219,0.0,False
417,2026-02-15 14:46:43,2026-02-15 15:30:11,0,5,0.0,0.0447,0.3219,0.0,False
418,2026-02-15 15:32:56,2026-02-15 16:25:58,0,5,0.0,0.0447,0.3219,0.0,False
419,2026-02-15 16:27:58,2026-02-15 16:57:20,0,5,0.0,0.0447,0.3219,0.0,False
420,2026-02-15 17:01:27,2026-02-15 17:41:08,0,5,0.0,0.0447,0.3219,0.0,False
421,2026-02-15 17:52:32,2026-02-15 18:04:51,0,5,0.0,0.0447,0.3219,0.0,False
422,2026-02-15 18:11:40,2026-02-15 18:45:56,0,5,0.0,0.0447,0.3219,0.0,False
423,2026-02-15 19:29:30,2026-02-15 20:45:18,0,5,0.0,0.0447,0.3219,0.0,False
424,2026-02-15 20:50:27,2026-02-15 21:50:29,0,5,0.0,0.0447,0.3219,0.0,False
425,2026-02-15 22:00:36,2026-02-15 22:33:59,0,5,0.0,0.0447,0.3219,0.0,False
426,2026-02-15 22:52:15,2026-02-15 23:16:04,0,5,0.0,0.0447,0.3219,0.0,False
427,2026-02-15 23:38:37,2026-02-16 00:55:27,0,5,0.0,0.0447,0.3219,0.0,False
428,2026-02-16 00:56:04,2026-02-16 01:42:06,0,5,0.0,0.0447,0.3219,0.0,False
429,2026-02-16 01:55:38,2026-02-16 02:10:37,1,5,0.2,0.0447,0.3219,0.0,False
430,2026-02-16 02:24:18,2026-02-16 02:45:13,0,5,0.0,0.0447,0.3219,0.0,False
431,2026-02-16 02:45:20,2026-02-16 03:06:05,1,5,0.2,0.0447,0.3219,0.0,False
432,2026-02-16 03:10:17,2026-02-16 03:33:05,0,5,0.0,0.0447,0.3219,0.0,False
433,2026-02-16 03:44:37,2026-02-16 04:36:09,1,5,0.2,0.0447,0.3219,0.0,False
434,2026-02-16 04:55:46,2026-02-16 05:18:14,1,5,0.2,0.0447,0.3219,0.0,False
435,2026-02-16 05:21:48,2026-02-16 05:53:28,1,5,0.2,0.0447,0.3219,0.0,False
436,2026-02-16 06:09:49,2026-02-16 06:32:44,1,5,0.2,0.0447,0.3219,0.0,False
437,2026-02-16 07:34:20,2026-02-16 08:04:57,0,5,0.0,0.0447,0.3219,0.0,False
438,2026-02-16 08:05:49,2026-02-16 08:29:00,0,5,0.0,0.0447,0.3219,0.0,False
439,2026-02-16 08:39:29,2026-02-16 09:05:14,0,5,0.0,0.0447,0.3219,0.0,False
440,2026-02-16 09:09:42,2026-02-16 09:48:33,0,5,0.0,0.0447,0.3219,0.0,False
441,2026-02-16 09:57:50,2026-02-16 10:18:53,0,5,0.0,0.0447,0.3219,0.0,False
442,2026-02-16 10:25:04,2026-02-16 10:45:52,0,5,0.0,0.0447,0.3219,0.0,False
443,2026-02-16 10:56:13,2026-02-16 11:37:43,0,5,0.0,0.0447,0.3219,0.0,False
444,2026-02-16 11:38:47,2026-02-16 12:14:44,1,5,0.2,0.0447,0.3219,0.0,False
445,2026-02-16 12:31:18,2026-02-16 12:46:45,0,5,0.0,0.0447,0.3219,0.0,False
446,2026-02-16 12:51:32,2026-02-16 13:46:34,0,5,0.0,0.0447,0.3219,0.0,False
447,2026-02-16 13:54:07,2026-02-16 14:33:10,0,5,0.0,0.0447,0.3219,0.0,False
448,2026-02-16 14:43:19,2026-02-16 16:19:13,1,5,0.2,0.0447,0.3219,0.0,False
449,2026-02-16 16:35:04,2026-02-16 16:58:56,0,5,0.0,0.0447,0.3219,0.0,False
450,2026-02-16 17:03:11,2026-02-16 17:21:38,0,5,0.0,0.0447,0.3219,0.0,False
451,2026-02-16 17:23:36,2026-02-16 17:46:20,0,5,0.0,0.0447,0.3219,0.0,False
452,2026-02-16 17:50:37,2026-02-16 19:03:39,0,5,0.0,0.0447,0.3219,0.0,False
453,2026-02-16 19:28:51,2026-02-16 20:09:41,0,5,0.0,0.0447,0.3219,0.0,False
454,2026-02-16 20:27:35,2026-02-16 21:21:33,0,5,0.0,0.0447,0.3219,0.0,False
455,2026-02-16 21:26:15,2026-02-16 22:06:21,1,5,0.2,0.0447,0.3219,0.0,False
456,2026-02-16 22:18:36,2026-02-16 22:42:17,0,5,0.0,0.0447,0.3219,0.0,False
457,2026-02-16 22:51:22,2026-02-16 23:19:28,0,5,0.0,0.0447,0.3219,0.0,False
458,2026-02-16 23:32:05,2026-02-16 23:41:29,1,5,0.2,0.0447,0.3219,0.0,False
459,2026-02-16 23:48:03,2026-02-16 23:58:46,1,5,0.2,0.0447,0.3219,0.0,False
460,2026-02-17 00:17:22,2026-02-17 00:40:31,0,5,0.0,0.0447,0.3219,0.0,False
461,2026-02-17 01:16:28,2026-02-17 01:59:37,0,5,0.0,0.0447,0.3219,0.0,False
462,2026-02-17 02:00:23,2026-02-17 03:03:26,0,5,0.0,0.0447,0.3219,0.0,False
463,2026-02-17 03:08:33,2026-02-17 04:09:54,0,5,0.0,0.0447,0.3219,0.0,False
464,2026-02-17 04:22:34,2026-02-17 05:15:13,0,5,0.0,0.0447,0.3219,0.0,False
465,2026-02-17 05:28:32,2026-02-17 07:00:27,0,5,0.0,0.0447,0.3219,0.0,False
466,2026-02-17 07:04:16,2026-02-17 07:29:39,0,5,0.0,0.0447,0.3219,0.0,False
467,2026-02-17 07:40:26,2026-02-17 08:28:35,0,5,0.0,0.0447,0.3219,0.0,False
468,2026-02-17 08:45:58,2026-02-17 09:30:52,0,5,0.0,0.0447,0.3219,0.0,False
469,2026-02-17 09:35:09,2026-02-17 09:48:41,0,5,0.0,0.0447,0.3219,0.0,False
470,2026-02-17 09:54:27,2026-02-17 10:39:39,0,5,0.0,0.0447,0.3219,0.0,False
471,2026-02-17 10:43:05,2026-02-17 11:47:08,1,5,0.2,0.0447,0.3219,0.0,False
472,2026-02-17 11:52:50,2026-02-17 12:08:10,0,5,0.0,0.0447,0.3219,0.0,False
473,2026-02-17 12:08:25,2026-02-17 12:53:25,0,5,0.0,0.0447,0.3219,0.0,False
474,2026-02-17 12:56:17,2026-02-17 13:45:04,0,5,0.0,0.0447,0.3219,0.0,False
475,2026-02-17 14:00:27,2026-02-17 15:08:51,0,5,0.0,0.0447,0.3219,0.0,False
476,2026-02-17 15:12:05,2026-02-17 15:47:05,0,5,0.0,0.0447,0.3219,0.0,False
477,2026-02-17 16:07:46,2026-02-17 17:10:13,0,5,0.0,0.0447,0.3219,0.0,False
478,2026-02-17 17:20:22,2026-02-17 17:34:54,0,5,0.0,0.0447,0.3219,0.0,False
479,2026-02-17 17:36:28,2026-02-17 18:27:14,2,5,0.4,0.0447,0.3219,0.0,True
480,2026-02-17 18:27:46,2026-02-17 18:59:09,0,5,0.0,0.0447,0.3219,0.0,False
481,2026-02-17 19:16:50,2026-02-17 19:57:15,0,5,0.0,0.0447,0.3219,0.0,False
482,2026-02-17 20:28:43,2026-02-17 21:15:27,0,5,0.0,0.0447,0.3219,0.0,False
483,2026-02-17 22:05:29,2026-02-17 23:00:52,0,5,0.0,0.0447,0.3219,0.0,False
484,2026-02-17 23:05:33,2026-02-17 23:47:24,0,5,0.0,0.0447,0.3219,0.0,False
485,2026-02-17 23:59:59,2026-02-18 00:23:50,0,5,0.0,0.0447,0.3219,0.0,False
486,2026-02-18 00:26:49,2026-02-18 01:11:34,0,5,0.0,0.0447,0.3219,0.0,False
487,2026-02-18 01:16:07,2026-02-18 01:44:01,0,5,0.0,0.0447,0.3219,0.0,False
488,2026-02-18 02:06:45,2026-02-18 02:40:31,0,5,0.0,0.0447,0.3219,0.0,False
489,2026-02-18 02:48:55,2026-02-18 03:32:13,0,5,0.0,0.0447,0.3219,0.0,False
490,2026-02-18 03:41:42,2026-02-18 04:14:42,0,5,0.0,0.0447,0.3219,0.0,False
491,2026-02-18 04:15:06,2026-02-18 04:27:21,0,5,0.0,0.0447,0.3219,0.0,False
492,2026-02-18 04:32:09,2026-02-18 04:57:53,0,5,0.0,0.0447,0.3219,0.0,False
493,2026-02-18 05:23:22,2026-02-18 06:27:53,0,5,0.0,0.0447,0.3219,0.0,False
494,2026-02-18 06:33:47,2026-02-18 07:04:52,0,5,0.0,0.0447,0.3219,0.0,False
495,2026-02-18 07:34:14,2026-02-18 08:26:34,1,5,0.2,0.0447,0.3219,0.0,False
496,2026-02-18 08:43:52,2026-02-18 09:36:49,0,5,0.0,0.0447,0.3219,0.0,False
497,2026-02-18 10:00:27,2026-02-18 10:43:28,0,5,0.0,0.0447,0.3219,0.0,False
498,2026-02-18 10:47:38,2026-02-18 11:13:51,0,5,0.0,0.0447,0.3219,0.0,False
499,2026-02-18 11:14:06,2026-02-18 11:40:37,0,5,0.0,0.0447,0.3219,0.0,False
500,2026-02-18 11:41:18,2026-02-18 12:04:02,1,5,0.2,0.0447,0.3219,0.0,False
501,2026-02-18 12:07:23,2026-02-18 13:00:52,1,5,0.2,0.0447,0.3219,0.0,False
502,2026-02-18 13:03:53,2026-02-18 14:23:33,1,5,0.2,0.0447,0.3219,0.0,False
503,2026-02-18 14:23:48,2026-02-18 14:53:05,1,5,0.2,0.0447,0.3219,0.0,False
504,2026-02-18 14:59:19,2026-02-18 16:03:06,1,5,0.2,0.0447,0.3219,0.0,False
505,2026-02-18 16:03:46,2026-02-18 16:46:22,1,5,0.2,0.0447,0.3219,0.0,False
506,2026-02-18 16:53:46,2026-02-18 17:49:05,0,5,0.0,0.0447,0.3219,0.0,False
507,2026-02-18 17:53:29,2026-02-18 19:01:24,0,5,0.0,0.0447,0.3219,0.0,False
508,2026-02-18 19:06:45,2026-02-18 19:52:52,0,5,0.0,0.0447,0.3219,0.0,False
509,2026-02-18 19:58:01,2026-02-18 20:39:10,0,5,0.0,0.0447,0.3219,0.0,False
510,2026-02-18 20:46:31,2026-02-18 21:25:35,1,5,0.2,0.0447,0.3219,0.0,False
511,2026-02-18 21:27:07,2026-02-18 22:36:41,0,5,0.0,0.0447,0.3219,0.0,False
512,2026-02-18 22:40:09,2026-02-18 22:58:52,1,5,0.2,0.0447,0.3219,0.0,False
513,2026-02-18 23:03:49,2026-02-18 23:38:20,1,5,0.2,0.0447,0.3219,0.0,False
514,2026-02-18 23:45:46,2026-02-19 00:20:19,0,5,0.0,0.0447,0.3219,0.0,False
515,2026-02-19 00:25:50,2026-02-19 00:45:51,0,5,0.0,0.0447,0.3219,0.0,False
516,2026-02-19 00:50:57,2026-02-19 02:28:03,0,5,0.0,0.0447,0.3219,0.0,False
517,2026-02-19 02:43:35,2026-02-19 03:15:33,0,5,0.0,0.0447,0.3219,0.0,False
518,2026-02-19 03:28:32,2026-02-19 04:08:38,0,5,0.0,0.0447,0.3219,0.0,False
519,2026-02-19 04:08:42,2026-02-19 04:42:15,0,5,0.0,0.0447,0.3219,0.0,False
520,2026-02-19 04:56:22,2026-02-19 05:19:11,1,5,0.2,0.0447,0.3219,0.0,False
521,2026-02-19 05:22:31,2026-02-19 06:21:03,0,5,0.0,0.0447,0.3219,0.0,False
522,2026-02-19 06:26:42,2026-02-19 07:24:20,1,5,0.2,0.0447,0.3219,0.0,False
523,2026-02-19 07:35:34,2026-02-19 08:31:25,0,5,0.0,0.0447,0.3219,0.0,False
524,2026-02-19 08:52:36,2026-02-19 09:17:34,0,5,0.0,0.0447,0.3219,0.0,False
525,2026-02-19 09:28:12,2026-02-19 10:03:23,0,5,0.0,0.0447,0.3219,0.0,False
526,2026-02-19 10:10:52,2026-02-19 10:24:22,1,5,0.2,0.0447,0.3219,0.0,False
527,2026-02-19 10:31:46,2026-02-19 11:38:59,0,5,0.0,0.0447,0.3219,0.0,False
528,2026-02-19 11:47:20,2026-02-19 12:27:48,0,5,0.0,0.0447,0.3219,0.0,False
529,2026-02-19 12:28:21,2026-02-19 13:02:26,0,5,0.0,0.0447,0.3219,0.0,False
530,2026-02-19 13:13:43,2026-02-19 13:44:51,0,5,0.0,0.0447,0.3219,0.0,False
531,2026-02-19 14:01:14,2026-02-19 14:43:50,1,5,0.2,0.0447,0.3219,0.0,False
532,2026-02-19 14:55:07,2026-02-19 15:19:30,0,5,0.0,0.0447,0.3219,0.0,False
533,2026-02-19 15:35:29,2026-02-19 16:02:59,0,5,0.0,0.0447,0.3219,0.0,False
