Glass_ID,Lot_ID,Product_Model,Raw_Glass_Batch,Line_ID,Machine_ID,Tool_ID,Fixture_ID,Operator_ID,Shift,Process_Time,Inspection_Station,Tool_Life_Pct,Spindle_Speed_rpm,Feed_Rate_mm_min,Coolant_Pressure_bar,Coolant_Pressure_Stability,Vacuum_Level_kPa,Chamfer_Width_mm,Chipping_Size_um,Thickness_mm,Warpage_mm,CS_MPa,DOL_um,Defect_Type,Defect_Location,AOI_Result,Final_Result,Individual_Chipping_um,Moving_Range_Chipping_um,I_CL,I_UCL,I_LCL,MR_CL,MR_UCL,MR_LCL,I_OOC,MR_OOC
GLS-2026-0046538,LOT-2026-W08-C,CG-Model-C,RGB-9191,LINE-02,CNC-04,TOOL-15,FIX-A1,OP-002,Night,2026-03-28 03:13:52,AOI,44.1,24325,794.0,2.94,0.827,-85.9,0.3137,0.0,0.6997,0.0056,787.5,47.3,None,None,Pass,OK,0.0,14.3,12.19,66.13,0.0,20.28,66.25,0.0,False,False
GLS-2026-0010853,LOT-2026-W08-C,CG-Model-C,RGB-9519,LINE-02,CNC-04,TOOL-24,FIX-C2,OP-005,Day,2026-03-28 03:18:11,AOI,42.1,23877,835.3,3.12,1.0,-80.1,0.304,0.0,0.7002,0.0223,788.7,44.9,None,None,Pass,OK,0.0,0.0,12.19,66.13,0.0,20.28,66.25,0.0,False,False
GLS-2026-0038742,LOT-2026-W08-C,CG-Model-B,RGB-8479,LINE-01,CNC-04,TOOL-05,FIX-C2,OP-010,Night,2026-03-28 03:33:01,AOI,46.6,23543,891.3,2.97,0.875,-80.5,0.2955,0.0,0.702,0.0393,784.8,50.5,None,None,Pass,OK,0.0,0.0,12.19,66.13,0.0,20.28,66.25,0.0,False,False
GLS-2026-0017601,LOT-2026-W08-C,CG-Model-B,RGB-9272,LINE-01,CNC-04,TOOL-20,FIX-C3,OP-013,Night,2026-03-28 03:46:37,AOI,81.1,24433,865.2,3.19,1.0,-77.4,0.3111,12.1,0.6968,0.0397,788.9,48.2,None,None,Pass,OK,12.1,12.1,12.19,66.13,0.0,20.28,66.25,0.0,False,False
GLS-2026-0008242,LOT-2026-W08-C,CG-Model-A,RGB-9757,LINE-02,CNC-04,TOOL-24,FIX-A2,OP-002,Night,2026-03-28 03:51:15,AOI,80.1,24024,806.8,3.24,0.993,-84.9,0.3212,0.0,0.7051,0.0353,778.6,47.7,None,None,Pass,OK,0.0,12.1,12.19,66.13,0.0,20.28,66.25,0.0,False,False
GLS-2026-0036772,LOT-2026-W08-C,CG-Model-B,RGB-9559,LINE-02,CNC-04,TOOL-13,FIX-B3,OP-030,Day,2026-03-28 03:55:55,AOI,71.4,24411,825.8,3.36,0.959,-83.6,0.3192,0.0,0.6904,0.02,793.5,47.4,None,None,Pass,OK,0.0,0.0,12.19,66.13,0.0,20.28,66.25,0.0,False,False
GLS-2026-0037553,LOT-2026-W08-C,CG-Model-B,RGB-9716,LINE-02,CNC-04,TOOL-18,FIX-A2,OP-019,Swing,2026-03-28 04:10:58,AOI,55.4,24023,872.8,3.1,0.986,-81.7,0.3225,0.0,0.7057,0.0385,775.6,43.3,None,None,Pass,OK,0.0,0.0,12.19,66.13,0.0,20.28,66.25,0.0,False,False
GLS-2026-0018849,LOT-2026-W08-C,CG-Model-B,RGB-9946,LINE-01,CNC-04,TOOL-11,FIX-B3,OP-026,Night,2026-03-28 04:21:04,AOI,60.1,23851,861.1,3.17,0.92,-80.7,0.2834,0.0,0.6992,0.0334,794.0,48.2,None,None,Pass,OK,0.0,0.0,12.19,66.13,0.0,20.28,66.25,0.0,False,False
GLS-2026-0043501,LOT-2026-W08-C,CG-Model-A,RGB-9831,LINE-02,CNC-04,TOOL-21,FIX-A2,OP-022,Swing,2026-03-28 04:31:18,AOI,85.5,23795,904.9,3.2,0.983,-85.1,0.322,52.7,0.7083,0.014,801.0,48.0,None,None,Pass,OK,52.7,52.7,12.19,66.13,0.0,20.28,66.25,0.0,False,False
GLS-2026-0010079,LOT-2026-W08-C,CG-Model-B,RGB-8874,LINE-02,CNC-04,TOOL-03,FIX-B2,OP-008,Swing,2026-03-28 04:39:06,AOI,89.9,23747,870.2,2.94,0.899,-77.3,0.3297,77.0,0.7046,0.0264,783.2,44.9,None,None,Pass,OK,77.0,24.299999999999997,12.19,66.13,0.0,20.28,66.25,0.0,True,False
GLS-2026-0023798,LOT-2026-W08-C,CG-Model-B,RGB-8342,LINE-01,CNC-04,TOOL-08,FIX-C1,OP-005,Day,2026-03-28 05:00:02,AOI,41.7,24047,855.6,3.25,0.925,-77.8,0.313,0.0,0.7013,0.0127,800.1,44.4,None,None,Pass,OK,0.0,77.0,12.19,66.13,0.0,20.28,66.25,0.0,False,True
GLS-2026-0041603,LOT-2026-W08-C,CG-Model-A,RGB-9825,LINE-01,CNC-04,TOOL-15,FIX-A3,OP-017,Day,2026-03-28 05:04:29,AOI,53.2,24283,848.6,3.03,0.954,-80.0,0.3033,0.0,0.6994,0.024,814.1,44.0,None,None,Pass,OK,0.0,0.0,12.19,66.13,0.0,20.28,66.25,0.0,False,False
GLS-2026-0016819,LOT-2026-W08-C,CG-Model-C,RGB-8755,LINE-02,CNC-04,TOOL-08,FIX-C3,OP-027,Day,2026-03-28 05:05:52,AOI,89.6,24017,905.9,3.23,1.0,-78.9,0.3073,15.2,0.6951,0.0217,777.4,47.8,None,None,Pass,OK,15.2,15.2,12.19,66.13,0.0,20.28,66.25,0.0,False,False
GLS-2026-0012625,LOT-2026-W08-C,CG-Model-B,RGB-9631,LINE-01,CNC-04,TOOL-17,FIX-A3,OP-024,Swing,2026-03-28 05:13:41,AOI,62.2,24025,882.8,3.11,0.899,-81.6,0.2936,0.0,0.7022,0.0272,798.2,44.0,Particle,Surface,Fail,NG,0.0,15.2,12.19,66.13,0.0,20.28,66.25,0.0,False,False
GLS-2026-0028559,LOT-2026-W08-C,CG-Model-A,RGB-9126,LINE-02,CNC-04,TOOL-15,FIX-C3,OP-012,Swing,2026-03-28 05:15:14,AOI,67.5,24339,834.2,3.34,1.0,-82.1,0.3132,0.0,0.7046,0.0243,788.9,45.8,None,None,Pass,OK,0.0,0.0,12.19,66.13,0.0,20.28,66.25,0.0,False,False
GLS-2026-0020686,LOT-2026-W08-C,CG-Model-B,RGB-8216,LINE-01,CNC-04,TOOL-06,FIX-C1,OP-023,Night,2026-03-28 05:30:51,AOI,67.6,24062,880.7,3.18,1.0,-83.4,0.3229,0.0,0.691,0.0221,782.3,43.9,None,None,Pass,OK,0.0,0.0,12.19,66.13,0.0,20.28,66.25,0.0,False,False
GLS-2026-0016103,LOT-2026-W08-C,CG-Model-B,RGB-8129,LINE-02,CNC-04,TOOL-17,FIX-A1,OP-023,Day,2026-03-28 05:33:46,AOI,20.1,23919,850.8,3.04,0.971,-78.5,0.2941,0.0,0.7038,0.0174,785.5,46.8,None,None,Pass,OK,0.0,0.0,12.19,66.13,0.0,20.28,66.25,0.0,False,False
GLS-2026-0007376,LOT-2026-W08-C,CG-Model-B,RGB-8584,LINE-01,CNC-04,TOOL-03,FIX-B3,OP-028,Swing,2026-03-28 05:34:55,AOI,64.5,24488,894.1,3.16,1.0,-86.5,0.3065,0.0,0.6943,0.0195,795.4,43.0,None,None,Pass,OK,0.0,0.0,12.19,66.13,0.0,20.28,66.25,0.0,False,False
GLS-2026-0016213,LOT-2026-W08-C,CG-Model-A,RGB-9239,LINE-02,CNC-04,TOOL-09,FIX-C3,OP-023,Day,2026-03-28 05:37:43,AOI,19.2,23647,838.7,2.98,0.935,-81.1,0.283,8.6,0.6928,0.0284,776.9,47.1,None,None,Pass,OK,8.6,8.6,12.19,66.13,0.0,20.28,66.25,0.0,False,False
GLS-2026-0039752,LOT-2026-W08-C,CG-Model-B,RGB-9269,LINE-02,CNC-04,TOOL-03,FIX-C3,OP-028,Swing,2026-03-28 05:50:12,AOI,73.6,24191,853.7,3.24,0.948,-85.5,0.3113,0.0,0.6975,0.0224,764.5,44.9,None,None,Pass,OK,0.0,8.6,12.19,66.13,0.0,20.28,66.25,0.0,False,False
GLS-2026-0000671,LOT-2026-W08-C,CG-Model-C,RGB-8405,LINE-02,CNC-04,TOOL-04,FIX-C2,OP-005,Swing,2026-03-28 05:53:43,AOI,21.4,24107,806.9,2.93,0.893,-82.5,0.2781,0.0,0.7027,0.0282,794.3,45.8,None,None,Pass,OK,0.0,0.0,12.19,66.13,0.0,20.28,66.25,0.0,False,False
GLS-2026-0004199,LOT-2026-W08-C,CG-Model-B,RGB-9822,LINE-02,CNC-04,TOOL-03,FIX-C2,OP-005,Night,2026-03-28 05:56:04,AOI,50.8,24624,814.0,3.15,0.909,-84.4,0.308,97.5,0.7005,0.0276,758.3,50.1,Edge_Chipping,Edge,Fail,NG,97.5,97.5,12.19,66.13,0.0,20.28,66.25,0.0,True,True
GLS-2026-0044768,LOT-2026-W08-C,CG-Model-A,RGB-8259,LINE-01,CNC-04,TOOL-13,FIX-B2,OP-023,Night,2026-03-28 06:18:37,AOI,62.5,24315,835.7,2.97,0.876,-81.1,0.3119,16.7,0.7008,0.0352,801.9,45.5,None,None,Pass,OK,16.7,80.8,12.19,66.13,0.0,20.28,66.25,0.0,False,True
GLS-2026-0003575,LOT-2026-W08-C,CG-Model-B,RGB-8769,LINE-01,CNC-04,TOOL-23,FIX-B1,OP-026,Day,2026-03-28 06:26:58,AOI,84.4,24097,827.0,3.2,0.935,-80.6,0.3095,36.3,0.7047,0.0308,776.6,48.0,None,None,Pass,OK,36.3,19.599999999999998,12.19,66.13,0.0,20.28,66.25,0.0,False,False
GLS-2026-0048332,LOT-2026-W08-C,CG-Model-A,RGB-8625,LINE-02,CNC-04,TOOL-24,FIX-A3,OP-007,Night,2026-03-28 06:41:28,AOI,33.8,24510,767.6,3.1,0.952,-75.6,0.3064,9.8,0.7073,0.0278,787.0,46.6,None,None,Pass,OK,9.8,26.499999999999996,12.19,66.13,0.0,20.28,66.25,0.0,False,False
GLS-2026-0003840,LOT-2026-W08-C,CG-Model-C,RGB-9810,LINE-01,CNC-04,TOOL-02,FIX-A2,OP-025,Swing,2026-03-28 06:46:57,AOI,68.5,24368,818.9,3.11,0.934,-83.6,0.3183,0.0,0.7027,0.0353,802.3,45.2,None,None,Pass,OK,0.0,9.8,12.19,66.13,0.0,20.28,66.25,0.0,False,False
GLS-2026-0001269,LOT-2026-W08-C,CG-Model-A,RGB-8146,LINE-01,CNC-04,TOOL-15,FIX-C3,OP-030,Day,2026-03-28 06:47:20,AOI,33.0,24340,880.3,3.06,0.99,-76.4,0.2862,12.6,0.6951,0.0235,780.2,48.3,None,None,Pass,OK,12.6,12.6,12.19,66.13,0.0,20.28,66.25,0.0,False,False
GLS-2026-0001934,LOT-2026-W08-C,CG-Model-A,RGB-9897,LINE-02,CNC-04,TOOL-22,FIX-C3,OP-029,Swing,2026-03-28 06:51:43,AOI,26.8,23861,830.9,3.13,1.0,-81.3,0.2909,0.0,0.6961,0.0452,805.7,46.5,None,None,Pass,OK,0.0,12.6,12.19,66.13,0.0,20.28,66.25,0.0,False,False
GLS-2026-0005673,LOT-2026-W08-C,CG-Model-A,RGB-8715,LINE-02,CNC-04,TOOL-22,FIX-C1,OP-012,Day,2026-03-28 06:55:44,AOI,62.1,23817,892.6,3.16,0.937,-79.5,0.2879,0.0,0.7021,0.022,792.5,44.7,None,None,Pass,OK,0.0,0.0,12.19,66.13,0.0,20.28,66.25,0.0,False,False
GLS-2026-0010767,LOT-2026-W08-C,CG-Model-A,RGB-9968,LINE-01,CNC-04,TOOL-21,FIX-C2,OP-002,Day,2026-03-28 06:57:46,AOI,54.9,23950,874.4,3.34,0.92,-80.8,0.2963,0.0,0.7037,0.0359,772.9,46.8,None,None,Pass,OK,0.0,0.0,12.19,66.13,0.0,20.28,66.25,0.0,False,False
GLS-2026-0030455,LOT-2026-W08-C,CG-Model-B,RGB-9247,LINE-02,CNC-04,TOOL-13,FIX-C3,OP-014,Night,2026-03-28 07:08:14,AOI,94.2,23512,916.2,2.96,0.957,-77.7,0.3168,14.2,0.6987,0.0298,782.3,46.1,None,None,Pass,OK,14.2,14.2,12.19,66.13,0.0,20.28,66.25,0.0,False,False
GLS-2026-0008116,LOT-2026-W08-C,CG-Model-A,RGB-9338,LINE-02,CNC-04,TOOL-21,FIX-B3,OP-020,Swing,2026-03-28 07:09:39,AOI,32.3,23962,837.5,3.36,0.934,-85.2,0.2939,0.0,0.6975,0.0309,774.1,45.2,None,None,Pass,OK,0.0,14.2,12.19,66.13,0.0,20.28,66.25,0.0,False,False
GLS-2026-0013699,LOT-2026-W08-C,CG-Model-A,RGB-8676,LINE-01,CNC-04,TOOL-07,FIX-A1,OP-019,Night,2026-03-28 07:16:24,AOI,29.6,24240,910.8,3.14,0.999,-81.3,0.3058,20.4,0.7042,0.0125,811.9,47.4,None,None,Pass,OK,20.4,20.4,12.19,66.13,0.0,20.28,66.25,0.0,False,False
GLS-2026-0030014,LOT-2026-W08-C,CG-Model-B,RGB-9406,LINE-01,CNC-04,TOOL-24,FIX-C3,OP-010,Day,2026-03-28 07:23:06,AOI,68.4,23511,843.3,3.01,1.0,-80.6,0.3245,0.0,0.7007,0.0072,772.5,46.0,None,None,Pass,OK,0.0,20.4,12.19,66.13,0.0,20.28,66.25,0.0,False,False
GLS-2026-0030876,LOT-2026-W08-C,CG-Model-C,RGB-8506,LINE-01,CNC-04,TOOL-01,FIX-A2,OP-007,Day,2026-03-28 07:34:09,AOI,50.3,23877,859.0,3.1,0.963,-81.4,0.2957,0.0,0.7015,0.0135,783.0,45.9,None,None,Pass,OK,0.0,0.0,12.19,66.13,0.0,20.28,66.25,0.0,False,False
GLS-2026-0028446,LOT-2026-W08-C,CG-Model-A,RGB-9863,LINE-02,CNC-04,TOOL-10,FIX-B1,OP-018,Day,2026-03-28 07:47:11,AOI,13.0,24195,849.7,3.28,0.927,-76.4,0.2996,0.0,0.693,0.0329,789.8,49.2,None,None,Pass,OK,0.0,0.0,12.19,66.13,0.0,20.28,66.25,0.0,False,False
GLS-2026-0046913,LOT-2026-W08-C,CG-Model-A,RGB-8802,LINE-01,CNC-04,TOOL-20,FIX-B2,OP-011,Night,2026-03-28 07:48:47,AOI,38.2,23355,796.5,2.99,0.852,-76.2,0.3093,31.7,0.6993,0.0389,797.5,47.2,None,None,Pass,OK,31.7,31.7,12.19,66.13,0.0,20.28,66.25,0.0,False,False
GLS-2026-0027312,LOT-2026-W08-C,CG-Model-A,RGB-8953,LINE-01,CNC-04,TOOL-12,FIX-C2,OP-020,Night,2026-03-28 07:53:28,AOI,65.2,23806,896.6,3.06,0.996,-83.1,0.2975,11.3,0.6972,0.0321,808.5,46.2,None,None,Pass,OK,11.3,20.4,12.19,66.13,0.0,20.28,66.25,0.0,False,False
GLS-2026-0011495,LOT-2026-W08-C,CG-Model-A,RGB-9572,LINE-02,CNC-04,TOOL-19,FIX-C3,OP-013,Day,2026-03-28 07:56:15,AOI,78.4,23788,869.0,3.04,0.938,-81.2,0.3162,0.0,0.7029,0.0127,802.2,47.2,None,None,Pass,OK,0.0,11.3,12.19,66.13,0.0,20.28,66.25,0.0,False,False
GLS-2026-0041678,LOT-2026-W08-C,CG-Model-A,RGB-8899,LINE-01,CNC-04,TOOL-02,FIX-A1,OP-022,Day,2026-03-28 08:22:00,AOI,47.6,24352,880.2,3.08,1.0,-80.0,0.2829,0.0,0.6951,0.0185,790.6,47.7,None,None,Pass,OK,0.0,0.0,12.19,66.13,0.0,20.28,66.25,0.0,False,False
GLS-2026-0039474,LOT-2026-W08-C,CG-Model-B,RGB-9827,LINE-01,CNC-04,TOOL-01,FIX-B3,OP-023,Night,2026-03-28 08:35:12,AOI,43.5,23938,867.3,3.03,0.93,-79.2,0.3026,15.8,0.7012,0.0303,792.1,42.9,None,None,Pass,OK,15.8,15.8,12.19,66.13,0.0,20.28,66.25,0.0,False,False
GLS-2026-0025653,LOT-2026-W08-C,CG-Model-A,RGB-9697,LINE-01,CNC-04,TOOL-11,FIX-B2,OP-011,Swing,2026-03-28 08:35:32,AOI,46.7,24067,876.6,3.23,1.0,-77.5,0.3003,25.7,0.6947,0.0375,779.7,48.5,None,None,Pass,OK,25.7,9.899999999999999,12.19,66.13,0.0,20.28,66.25,0.0,False,False
GLS-2026-0014315,LOT-2026-W08-C,CG-Model-B,RGB-8597,LINE-01,CNC-04,TOOL-06,FIX-B1,OP-007,Day,2026-03-28 08:41:54,AOI,30.1,23842,877.9,3.27,0.939,-81.2,0.2964,0.0,0.706,0.0051,788.2,46.4,None,None,Pass,OK,0.0,25.7,12.19,66.13,0.0,20.28,66.25,0.0,False,False
GLS-2026-0011057,LOT-2026-W08-C,CG-Model-A,RGB-9877,LINE-01,CNC-04,TOOL-13,FIX-B1,OP-018,Swing,2026-03-28 08:45:30,AOI,43.1,23287,855.4,3.25,0.964,-87.4,0.2883,0.0,0.6964,0.0233,794.4,44.3,None,None,Pass,OK,0.0,0.0,12.19,66.13,0.0,20.28,66.25,0.0,False,False
GLS-2026-0022972,LOT-2026-W08-C,CG-Model-A,RGB-8279,LINE-02,CNC-04,TOOL-09,FIX-A3,OP-004,Swing,2026-03-28 08:58:25,AOI,25.5,23700,898.2,2.98,0.983,-84.0,0.2825,0.0,0.7094,0.0007,784.9,44.9,None,None,Pass,OK,0.0,0.0,12.19,66.13,0.0,20.28,66.25,0.0,False,False
GLS-2026-0032597,LOT-2026-W08-C,CG-Model-A,RGB-9553,LINE-01,CNC-04,TOOL-14,FIX-A1,OP-030,Swing,2026-03-28 09:11:23,AOI,68.5,24495,872.8,3.19,0.922,-83.8,0.3164,0.0,0.7036,0.0248,795.2,48.9,None,None,Pass,OK,0.0,0.0,12.19,66.13,0.0,20.28,66.25,0.0,False,False
GLS-2026-0001784,LOT-2026-W08-C,CG-Model-B,RGB-8297,LINE-01,CNC-04,TOOL-24,FIX-A1,OP-002,Night,2026-03-28 09:13:06,AOI,81.6,23792,854.0,2.88,0.945,-86.2,0.3005,9.0,0.7069,0.0486,803.3,45.0,None,None,Pass,OK,9.0,9.0,12.19,66.13,0.0,20.28,66.25,0.0,False,False
GLS-2026-0048552,LOT-2026-W08-C,CG-Model-B,RGB-9010,LINE-02,CNC-04,TOOL-07,FIX-A1,OP-002,Swing,2026-03-28 09:36:03,AOI,84.9,24209,889.6,3.1,0.985,-80.2,0.3093,55.7,0.7065,0.0367,788.3,48.3,None,None,Pass,OK,55.7,46.7,12.19,66.13,0.0,20.28,66.25,0.0,False,False
GLS-2026-0048483,LOT-2026-W08-C,CG-Model-B,RGB-9185,LINE-01,CNC-04,TOOL-08,FIX-B2,OP-022,Swing,2026-03-28 10:14:25,AOI,39.2,24049,805.6,2.95,0.969,-88.4,0.3115,31.4,0.6961,0.0038,790.5,47.9,None,None,Pass,OK,31.4,24.300000000000004,12.19,66.13,0.0,20.28,66.25,0.0,False,False
GLS-2026-0017229,LOT-2026-W08-C,CG-Model-C,RGB-9850,LINE-02,CNC-04,TOOL-20,FIX-A2,OP-022,Day,2026-03-28 10:17:02,AOI,94.8,24085,817.3,3.19,1.0,-81.0,0.3253,54.9,0.7019,0.0216,796.6,49.9,None,None,Pass,OK,54.9,23.5,12.19,66.13,0.0,20.28,66.25,0.0,False,False
GLS-2026-0039341,LOT-2026-W08-C,CG-Model-B,RGB-9414,LINE-01,CNC-04,TOOL-03,FIX-C3,OP-018,Day,2026-03-28 10:25:19,AOI,16.5,23893,868.4,3.1,1.0,-83.2,0.2859,0.0,0.696,0.0445,763.1,46.2,None,None,Pass,OK,0.0,54.9,12.19,66.13,0.0,20.28,66.25,0.0,False,False
GLS-2026-0015256,LOT-2026-W08-C,CG-Model-B,RGB-8725,LINE-01,CNC-04,TOOL-02,FIX-B1,OP-004,Night,2026-03-28 10:38:16,AOI,32.2,24216,873.8,3.0,0.928,-78.2,0.2931,0.0,0.701,0.0322,790.0,39.9,None,None,Pass,OK,0.0,0.0,12.19,66.13,0.0,20.28,66.25,0.0,False,False
GLS-2026-0034822,LOT-2026-W08-C,CG-Model-A,RGB-9156,LINE-02,CNC-04,TOOL-05,FIX-C3,OP-006,Day,2026-03-28 10:39:48,AOI,49.4,24269,912.1,3.18,0.95,-79.2,0.2896,0.0,0.6989,0.0418,797.4,47.0,None,None,Pass,OK,0.0,0.0,12.19,66.13,0.0,20.28,66.25,0.0,False,False
GLS-2026-0045136,LOT-2026-W08-C,CG-Model-B,RGB-9522,LINE-01,CNC-04,TOOL-08,FIX-C3,OP-025,Day,2026-03-28 11:09:00,AOI,28.4,23860,840.4,3.24,0.976,-80.5,0.2947,0.0,0.7075,0.0262,791.4,45.7,None,None,Pass,OK,0.0,0.0,12.19,66.13,0.0,20.28,66.25,0.0,False,False
GLS-2026-0002543,LOT-2026-W08-C,CG-Model-B,RGB-8103,LINE-01,CNC-04,TOOL-06,FIX-B2,OP-023,Night,2026-03-28 11:26:36,AOI,67.5,24231,857.4,3.0,0.903,-81.4,0.3292,7.4,0.6942,0.0469,798.8,45.7,None,None,Pass,OK,7.4,7.4,12.19,66.13,0.0,20.28,66.25,0.0,False,False
GLS-2026-0038563,LOT-2026-W08-C,CG-Model-B,RGB-9963,LINE-01,CNC-04,TOOL-01,FIX-A1,OP-004,Day,2026-03-28 11:38:01,AOI,86.8,24081,919.8,3.24,1.0,-84.2,0.3079,8.2,0.6981,0.048,777.6,44.2,None,None,Pass,OK,8.2,0.7999999999999989,12.19,66.13,0.0,20.28,66.25,0.0,False,False
GLS-2026-0006595,LOT-2026-W08-C,CG-Model-C,RGB-8921,LINE-01,CNC-04,TOOL-06,FIX-C3,OP-023,Day,2026-03-28 11:43:55,AOI,84.1,24057,804.5,3.33,1.0,-90.6,0.3102,0.0,0.6932,0.0112,794.7,49.1,None,None,Pass,OK,0.0,8.2,12.19,66.13,0.0,20.28,66.25,0.0,False,False
GLS-2026-0034006,LOT-2026-W08-C,CG-Model-B,RGB-8262,LINE-01,CNC-04,TOOL-10,FIX-C1,OP-012,Swing,2026-03-28 11:44:07,AOI,62.7,23674,764.2,2.89,0.946,-76.7,0.2982,0.0,0.6983,0.0314,794.8,48.8,None,None,Pass,OK,0.0,0.0,12.19,66.13,0.0,20.28,66.25,0.0,False,False
GLS-2026-0004872,LOT-2026-W08-C,CG-Model-B,RGB-8768,LINE-01,CNC-04,TOOL-16,FIX-B1,OP-014,Day,2026-03-28 12:06:16,AOI,77.8,23869,867.4,2.89,0.88,-83.4,0.3081,46.3,0.6977,0.0376,784.4,47.1,None,None,Pass,OK,46.3,46.3,12.19,66.13,0.0,20.28,66.25,0.0,False,False
GLS-2026-0013771,LOT-2026-W08-C,CG-Model-C,RGB-8921,LINE-01,CNC-04,TOOL-23,FIX-A2,OP-010,Day,2026-03-28 12:12:01,AOI,59.6,24056,845.7,3.36,0.961,-78.2,0.3035,0.0,0.7022,0.0266,784.8,44.4,None,None,Pass,OK,0.0,46.3,12.19,66.13,0.0,20.28,66.25,0.0,False,False
GLS-2026-0046442,LOT-2026-W08-C,CG-Model-B,RGB-9768,LINE-01,CNC-04,TOOL-13,FIX-C3,OP-003,Day,2026-03-28 12:23:12,AOI,61.5,24043,827.3,3.16,0.92,-77.4,0.2972,0.0,0.7005,0.0152,780.7,44.8,None,None,Pass,OK,0.0,0.0,12.19,66.13,0.0,20.28,66.25,0.0,False,False
GLS-2026-0014755,LOT-2026-W08-C,CG-Model-C,RGB-9631,LINE-02,CNC-04,TOOL-13,FIX-B1,OP-022,Day,2026-03-28 12:26:56,AOI,52.9,24351,886.9,3.15,0.96,-78.7,0.2978,0.0,0.7023,0.0144,789.5,46.0,None,None,Pass,OK,0.0,0.0,12.19,66.13,0.0,20.28,66.25,0.0,False,False
GLS-2026-0005715,LOT-2026-W08-C,CG-Model-A,RGB-9780,LINE-01,CNC-04,TOOL-22,FIX-A2,OP-026,Swing,2026-03-28 12:28:52,AOI,73.5,24274,803.2,3.3,0.952,-89.1,0.3141,0.0,0.6978,0.0195,787.2,45.7,None,None,Pass,OK,0.0,0.0,12.19,66.13,0.0,20.28,66.25,0.0,False,False
GLS-2026-0020166,LOT-2026-W08-C,CG-Model-A,RGB-8943,LINE-02,CNC-04,TOOL-20,FIX-B2,OP-029,Swing,2026-03-28 12:29:56,AOI,56.7,23801,909.6,3.35,1.0,-78.5,0.3119,13.5,0.697,0.024,787.3,45.4,None,None,Pass,OK,13.5,13.5,12.19,66.13,0.0,20.28,66.25,0.0,False,False
GLS-2026-0036293,LOT-2026-W08-C,CG-Model-B,RGB-9244,LINE-01,CNC-04,TOOL-10,FIX-B2,OP-005,Night,2026-03-28 12:41:27,AOI,28.6,23813,837.2,2.95,0.902,-83.5,0.2976,0.0,0.6971,0.0329,789.4,46.1,None,None,Pass,OK,0.0,13.5,12.19,66.13,0.0,20.28,66.25,0.0,False,False
GLS-2026-0028262,LOT-2026-W08-C,CG-Model-A,RGB-9249,LINE-01,CNC-04,TOOL-05,FIX-C1,OP-024,Night,2026-03-28 12:55:00,AOI,81.5,23677,840.8,3.04,0.939,-79.0,0.321,63.9,0.6998,0.0253,779.6,47.2,None,None,Pass,OK,63.9,63.9,12.19,66.13,0.0,20.28,66.25,0.0,False,False
GLS-2026-0034725,LOT-2026-W08-C,CG-Model-A,RGB-8941,LINE-02,CNC-04,TOOL-23,FIX-A1,OP-008,Swing,2026-03-28 13:04:24,AOI,60.1,24190,835.9,3.22,1.0,-82.8,0.306,0.0,0.7049,0.0317,789.9,46.5,None,None,Pass,OK,0.0,63.9,12.19,66.13,0.0,20.28,66.25,0.0,False,False
GLS-2026-0031619,LOT-2026-W08-C,CG-Model-A,RGB-9991,LINE-01,CNC-04,TOOL-18,FIX-B3,OP-024,Swing,2026-03-28 13:05:36,AOI,60.0,24585,817.0,3.32,0.977,-75.9,0.3113,0.0,0.7018,0.0321,776.6,49.5,None,None,Pass,OK,0.0,0.0,12.19,66.13,0.0,20.28,66.25,0.0,False,False
GLS-2026-0045761,LOT-2026-W08-C,CG-Model-C,RGB-8012,LINE-01,CNC-04,TOOL-02,FIX-A3,OP-007,Day,2026-03-28 13:22:13,AOI,73.5,23546,882.1,3.25,1.0,-87.7,0.3068,0.0,0.7053,0.0399,793.4,47.5,None,None,Pass,OK,0.0,0.0,12.19,66.13,0.0,20.28,66.25,0.0,False,False
GLS-2026-0036142,LOT-2026-W08-C,CG-Model-C,RGB-8540,LINE-01,CNC-04,TOOL-09,FIX-C2,OP-014,Swing,2026-03-28 13:36:25,AOI,44.0,24127,873.2,3.03,0.961,-81.2,0.29,0.0,0.6937,0.0365,777.5,46.7,None,None,Pass,OK,0.0,0.0,12.19,66.13,0.0,20.28,66.25,0.0,False,False
GLS-2026-0027930,LOT-2026-W08-C,CG-Model-B,RGB-9642,LINE-01,CNC-04,TOOL-01,FIX-A1,OP-028,Swing,2026-03-28 13:56:51,AOI,22.1,23724,790.1,2.8,0.952,-84.4,0.2829,0.0,0.6982,0.0081,785.4,43.9,None,None,Pass,OK,0.0,0.0,12.19,66.13,0.0,20.28,66.25,0.0,False,False
GLS-2026-0018653,LOT-2026-W08-C,CG-Model-B,RGB-9481,LINE-01,CNC-04,TOOL-23,FIX-A3,OP-019,Day,2026-03-28 14:17:52,AOI,36.4,23831,844.9,3.17,1.0,-81.7,0.2929,0.0,0.7088,0.0068,781.1,47.7,None,None,Pass,OK,0.0,0.0,12.19,66.13,0.0,20.28,66.25,0.0,False,False
